category,subcategory,name,raw_price,brand,brand_url,variation_0_color,variation_1_color,variation_0_thumbnail,variation_0_image,variation_1_thumbnail,variation_1_image,image_url,url,id,currency,price
kids,Boot shoes,Causal shoes with unisex breathable hooks,,,,Dark blue,red,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/F3/83/8be11bef-6c91-4ce9-a7c0-4bfef9432c16.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F3/83/8be11bef-6c91-4ce9-a7c0-4bfef9432c16.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/EC/8A/02f7437e-0504-44ea-a2aa-df10c5d8f7c1.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EC/8A/02f7437e-0504-44ea-a2aa-df10c5d8f7c1.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2E/17/cc190f21-e64e-4070-b813-f0657a7448d6.jpg,https://fr.newchic.com/boys-shoes-4572/p-1364081.html,1364081,INR,4089.6
kids,Jackets & jackets,Drilling jacket printed in denim for 1 to 15 years old,,,,dark blue,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/34/AC/a8d3700e-f57e-41f5-a3d7-7989472f0576.png,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/34/AC/a8d3700e-f57e-41f5-a3d7-7989472f0576.png,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/34/AC/a8d3700e-f57e-41f5-a3d7-7989472f0576.png,https://fr.newchic.com/girls-outerwear-and-coats-4672/p-1540202.html,1540202,INR,6063.200000000001
kids,Tops,3D t-shirt printed for 1-9 year old children,,,,1,2,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/01/09/fc8defde-775e-44ac-bba6-9c68b17915ca.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/01/09/fc8defde-775e-44ac-bba6-9c68b17915ca.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/23/A5/b366607b-202c-4b6c-a2e7-ae4d86d70616.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/23/A5/b366607b-202c-4b6c-a2e7-ae4d86d70616.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/CB/28b3a50c-3d96-464c-b37a-162215b3557c.jpg,https://fr.newchic.com/tops-and-t-shirt-4669/p-1284915.html,1284915,INR,3435.2
kids,Costume and skirt,Floral clothing sets for 2-9 years,,,,Pink,Blue,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/C6/4E/df2d18ba-7bc5-4df0-99da-9a0293ff67c9.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C6/4E/df2d18ba-7bc5-4df0-99da-9a0293ff67c9.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/D3/C2/d2c47071-3a50-44d4-8f3f-876abfe436fe.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D3/C2/d2c47071-3a50-44d4-8f3f-876abfe436fe.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/32/77/26f5c160-4191-46b5-aad2-c3693beba4af.jpg,https://fr.newchic.com/girls-clothing-sets-4934/p-1430893.html,1430893,INR,4445.6
kids,Pregnancy brass,Pregnancy,,,,white,Pink,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/B7/9C/72fc3d7f-8306-4ce7-9da3-f3cbdce7d93a.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B7/9C/72fc3d7f-8306-4ce7-9da3-f3cbdce7d93a.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/4E/DC/9f54ce16-5e05-4dcd-bcee-dc8fd3a0dc10.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/4E/DC/9f54ce16-5e05-4dcd-bcee-dc8fd3a0dc10.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C9/8B/12517c3c-61fc-43b2-a789-319f4c214541.jpg,https://fr.newchic.com/maternity-bra-4855/p-1348110.html,1348110,INR,2020.0
kids,Dresses,Flower Girls Casual Dress for 2-11y,,,,white,Naval blue,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/75/04/922063a4-ff1a-4016-919d-eafdcd92a177.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/75/04/922063a4-ff1a-4016-919d-eafdcd92a177.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/C0/2C/8f4780d1-e265-4668-a046-7b0bdfe2192d.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C0/2C/8f4780d1-e265-4668-a046-7b0bdfe2192d.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/75/04/922063a4-ff1a-4016-919d-eafdcd92a177.jpg,https://fr.newchic.com/dresses-4670/p-1437371.html,1437371,INR,4445.6
kids,Pants,Sports shorts for animal boys for 2y-11y,,,,white,YELLOW,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/C5/B2/d271b4d1-aff7-410f-a403-9f346e4277cd.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C5/B2/d271b4d1-aff7-410f-a403-9f346e4277cd.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/2E/E4/7a46a2f6-e84d-4883-8a12-b73f06ea57c0.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2E/E4/7a46a2f6-e84d-4883-8a12-b73f06ea57c0.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/36/4D/a14eb7b5-1035-44bb-8be8-bd662828e47f.jpg,https://fr.newchic.com/boys-bottoms-4607/p-1302215.html,1302215,INR,5052.0
kids,Dresses,Cartoon dress for 2-9 years old girl,,,,Sleeve,Sleeve shorts,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/52/AA/9982c2e7-5922-41cd-909a-0e6d04052996.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/52/AA/9982c2e7-5922-41cd-909a-0e6d04052996.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/CD/DB/5f32b25b-bc06-4154-91a2-7ce39055409a.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/CD/DB/5f32b25b-bc06-4154-91a2-7ce39055409a.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/CD/DB/5f32b25b-bc06-4154-91a2-7ce39055409a.jpg,https://fr.newchic.com/dresses-4670/p-1259163.html,1259163,INR,3839.2000000000003
kids,Dresses,Blue flower ruffles dress for girls 3-10 years old,,,,As picture,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/D6/39/5f48131c-f1f8-4eae-ad40-bf6281d19321.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D6/39/5f48131c-f1f8-4eae-ad40-bf6281d19321.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D6/39/5f48131c-f1f8-4eae-ad40-bf6281d19321.jpg,https://fr.newchic.com/dresses-4670/p-1674615.html,1674615,INR,2878.3999999999996
kids,Dresses,Princess Layered Girls Dress for 3y-11y,,,,Purple,Pink,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/6D/67/644585f9-f6c8-4aa0-a5c6-483517564cbf.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6D/67/644585f9-f6c8-4aa0-a5c6-483517564cbf.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/B9/68/0e7572b5-dfe5-4535-98ff-846abc3d2dd5.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B9/68/0e7572b5-dfe5-4535-98ff-846abc3d2dd5.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/11/FA/0be1ecf4-06de-4e35-ba83-c33dfccebb79.jpg,https://fr.newchic.com/dresses-4670/p-1366043.html,1366043,INR,6728.0
kids,Jackets & jackets,Immersioned trench coat for children boy girls,,,,Black,Dark blue,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/AF/E2/207749ca-b547-41ef-bd19-010b1143e9c1.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/AF/E2/207749ca-b547-41ef-bd19-010b1143e9c1.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/0C/F6/c506c681-e724-4a77-bf5e-fe7364938e33.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0C/F6/c506c681-e724-4a77-bf5e-fe7364938e33.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/AB/13/4107ca3e-e409-45e5-91c8-edb44d14fe56.jpg,https://fr.newchic.com/girls-outerwear-and-coats-4672/p-1243740.html,1243740,INR,5860.8
kids,Dresses,Casual dress printed to V-collar for 4-15Y,,,,YELLOW,Black,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/EE/92/86382661-8baa-435b-8dbb-bf53b8874538.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EE/92/86382661-8baa-435b-8dbb-bf53b8874538.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/56/32/e0240399-6a46-48c7-83c5-839440313ab3.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/56/32/e0240399-6a46-48c7-83c5-839440313ab3.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/56/32/e0240399-6a46-48c7-83c5-839440313ab3.jpg,https://fr.newchic.com/dresses-4670/p-1401988.html,1401988,INR,4243.2
kids,Dresses,Flower girls silk muslin for 4y-15y,,,,white,YELLOW,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/54/1A/6588a049-3a2d-4340-b35b-cc0a26e4e69a.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/54/1A/6588a049-3a2d-4340-b35b-cc0a26e4e69a.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/D0/38/9a59f896-a522-408c-935d-b534259b8f20.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D0/38/9a59f896-a522-408c-935d-b534259b8f20.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D0/38/9a59f896-a522-408c-935d-b534259b8f20.jpg,https://fr.newchic.com/dresses-4670/p-1400493.html,1400493,INR,4648.0
kids,Dresses,Vintage girls boss for 4-15 years,,,,As picture,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/64/88/24466770-a215-45a4-b934-a47522f356c2.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/64/88/24466770-a215-45a4-b934-a47522f356c2.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BB/36/c8cc7225-68b8-43dc-aae6-01d58413f839.jpg,https://fr.newchic.com/dresses-4670/p-1425816.html,1425816,INR,5052.0
kids,Girl shoes,Girls Canvas Cartoon Beautiful Sports Shoes,,,,white,Dark blue,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/F2/A4/9e0ceee1-4922-4d5e-9aab-936a2f40d845.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F2/A4/9e0ceee1-4922-4d5e-9aab-936a2f40d845.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/52/28/4e433a4b-3b90-4e66-b687-cfbc2dd445c8.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/52/28/4e433a4b-3b90-4e66-b687-cfbc2dd445c8.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E9/80/fe1c509c-4cf6-4aef-8f60-8e3a87c68ae0.jpg,https://fr.newchic.com/girls-shoes-4571/p-1419877.html,1419877,INR,3552.7999999999997
kids,Costume and skirt,Panda pattern girls sets for contract for 3-11Y,,,,white,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/6C/A2/c3978a34-d20e-44a8-9cc3-227a132389c2.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/A2/c3978a34-d20e-44a8-9cc3-227a132389c2.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/28/75/7b8e9234-b3a5-4f22-aa6f-1df6b57970f8.jpg,https://fr.newchic.com/girls-clothing-sets-4934/p-1406934.html,1406934,INR,4944.8
kids,Customs & Co-Ords,Slorts in linen and cotton for boys 2-7 years,,,,Gray,YELLOW,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/C7/39/d255b288-79dc-4b82-a2e8-5a905ad251d9.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C7/39/d255b288-79dc-4b82-a2e8-5a905ad251d9.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/48/21/48a003f1-1470-4b32-836f-afcc7b7feef8.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/48/21/48a003f1-1470-4b32-836f-afcc7b7feef8.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C7/39/d255b288-79dc-4b82-a2e8-5a905ad251d9.jpg,https://fr.newchic.com/boys-clothing-set-4935/p-1323056.html,1323056,INR,4445.6
kids,Costume and skirt,Flying tiles for girls for 1-7 years,,,,White,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/00/DA/10d1572d-3e67-42f2-84d4-a0e0c8714e0e.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/00/DA/10d1572d-3e67-42f2-84d4-a0e0c8714e0e.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/00/DA/10d1572d-3e67-42f2-84d4-a0e0c8714e0e.jpg,https://fr.newchic.com/girls-clothing-sets-4934/p-1664123.html,1664123,INR,3333.6000000000004
kids,Brooms and combinations,Denim cartoon denimal for 0-24 months,,,,Blue,Dark blue,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/35/A5/bbd16851-b4b2-4132-ac2b-f7b6ae0fbaab.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/35/A5/bbd16851-b4b2-4132-ac2b-f7b6ae0fbaab.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/A6/D7/0c873a95-0064-41b1-a579-76ca0fd16ccf.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A6/D7/0c873a95-0064-41b1-a579-76ca0fd16ccf.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/35/A5/bbd16851-b4b2-4132-ac2b-f7b6ae0fbaab.jpg,https://fr.newchic.com/rompers-and-bodysuits-4702/p-1496116.html,1496116,INR,5456.799999999999
kids,Dresses,Papillon print dress for girls for 2-8 years,,,,white,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/76/9F/011ef5bd-0aa1-4170-b215-94b5efa784f9.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/76/9F/011ef5bd-0aa1-4170-b215-94b5efa784f9.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/76/9F/011ef5bd-0aa1-4170-b215-94b5efa784f9.jpg,https://fr.newchic.com/dresses-4670/p-1682989.html,1682989,INR,2878.3999999999996
kids,Dresses,Princess dress for girls in big nå “ud for 1y-7y,,,,white,red,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/46/4D/b51124dc-5f81-430b-9222-11bca9d01a36.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/46/4D/b51124dc-5f81-430b-9222-11bca9d01a36.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/8E/34/2dae0af2-fffd-4acb-8d87-cb74d11b4be9.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8E/34/2dae0af2-fffd-4acb-8d87-cb74d11b4be9.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A4/86/389252c3-a6b1-4de5-894f-c0b8cfbe3b10.jpg,https://fr.newchic.com/dresses-4670/p-1361078.html,1361078,INR,6265.599999999999
kids,Girl shoes,Leisure shoes for girls with knit crochet,,,,white,Green,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/1B/40/0038f6f3-73ae-41a3-95a2-f7669c8ec4ad.png,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/1B/40/0038f6f3-73ae-41a3-95a2-f7669c8ec4ad.png,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/32/3E/2490dc61-9f2e-423c-a632-f56523066ccd.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/32/3E/2490dc61-9f2e-423c-a632-f56523066ccd.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B4/E5/6d8e6a79-3357-4289-b74d-fa83eb424a57.png,https://fr.newchic.com/girls-shoes-4571/p-1437743.html,1437743,INR,2128.0
kids,Customs & Co-Ords,Vendor sets for leisure boys for 2y-7y,,,,Light green,Orange,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/A7/5A/6852d6fc-1e47-4993-8efb-420e12f8f9e9.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A7/5A/6852d6fc-1e47-4993-8efb-420e12f8f9e9.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/D6/59/ddffd526-77f5-4f13-b756-237321a4f5a5.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D6/59/ddffd526-77f5-4f13-b756-237321a4f5a5.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A7/5A/6852d6fc-1e47-4993-8efb-420e12f8f9e9.jpg,https://fr.newchic.com/boys-clothing-set-4935/p-1323055.html,1323055,INR,4648.0
kids,Sandals,Stepmed Stepped Booking Water Sandals for Unisex Children,,,,dark blue,Green,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/0C/B7/0d577a41-b4bd-4300-8ae0-f0cbee56f940.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0C/B7/0d577a41-b4bd-4300-8ae0-f0cbee56f940.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/04/7D/11a5df2f-f7f8-4149-956b-27df56c489c9.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/04/7D/11a5df2f-f7f8-4149-956b-27df56c489c9.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F4/F0/a72f7113-7b4a-4677-84f4-d6b4466a40f3.jpg,https://fr.newchic.com/sandals-12140/p-1696009.html,1696009,INR,2592.0
kids,Pregnancy panties,Set of 3 pure elastic cotton pants suitable for maternity,,,,# 01,# 02,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/F5/83/7cbb4050-e461-4283-955f-9a724fa13232.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F5/83/7cbb4050-e461-4283-955f-9a724fa13232.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/F8/E1/670e95c3-1c3d-4174-8d1e-623f9c64ae37.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F8/E1/670e95c3-1c3d-4174-8d1e-623f9c64ae37.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F4/DD/c95a8d0d-c173-44d4-84c4-e5036099bfc8.jpg,https://fr.newchic.com/maternity-panties-4853/p-1199879.html,1199879,INR,4648.0
kids,Pregnancy panties,Comfortable maternity subvations high waist,,,,Beige,Blue,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/78/04/6f3a6947-2086-4029-92a0-7cca26a1b115.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/78/04/6f3a6947-2086-4029-92a0-7cca26a1b115.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/28/41/e417f071-5385-4f3f-85db-338d7798f433.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/28/41/e417f071-5385-4f3f-85db-338d7798f433.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B9/7F/7f7a5269-b3bf-4918-ae85-71db38fa26fb.jpg,https://fr.newchic.com/maternity-panties-4853/p-1320317.html,1320317,INR,2828.0
kids,Sandals,Unisex Kids Comfy Antided Garden Garden Shoes Garden Water,,,,Yellow,Green,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/6B/72/a263aa08-fa67-419d-af16-20d9a58981c8.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6B/72/a263aa08-fa67-419d-af16-20d9a58981c8.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/F3/B6/c28b4231-ca94-4d0b-8129-b2220625378b.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F3/B6/c28b4231-ca94-4d0b-8129-b2220625378b.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/75/34/6802aef2-ca27-43c3-916e-9e1b247c74db.jpg,https://fr.newchic.com/sandals-12132/p-1693907.html,1693907,INR,1040.0
kids,Boot shoes,Beach sandals to be for boys,,,,Green,Blue,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/89/C8/79224db0-9fc5-4786-953f-2daa8779e71f.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/89/C8/79224db0-9fc5-4786-953f-2daa8779e71f.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/3A/43/0912dfd6-30f4-4e52-9ca1-fd3e4d669c7d.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/3A/43/0912dfd6-30f4-4e52-9ca1-fd3e4d669c7d.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/CA/7E/a18ba779-63c0-433b-b1fa-5ea22e10d7e0.jpg,https://fr.newchic.com/boys-shoes-4572/p-1449419.html,1449419,INR,1760.0
kids,Dresses,Butterfly unicorn dress for 4-13 years,,,,Pink,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/05/C4/a712cff5-30b9-4c9a-bc41-b4bf7d6c4138.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/05/C4/a712cff5-30b9-4c9a-bc41-b4bf7d6c4138.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/80/DA/5205db8e-b7c6-4e96-b918-52ef76d5eb38.jpg,https://fr.newchic.com/dresses-4670/p-1441888.html,1441888,INR,2159.2
kids,Dresses,Girls Unicorn Rainbow Stripe Print Short-Sleeved Casual Dress for 3-8Y,,,,Pink,Gray,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/88/2E/23173447-d226-4818-b47a-fd30ec59fbae.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/88/2E/23173447-d226-4818-b47a-fd30ec59fbae.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/60/DA/94bb0c44-42b4-48a8-9118-e23aaff6bda1.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/60/DA/94bb0c44-42b4-48a8-9118-e23aaff6bda1.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/70/AC/cf8ca027-113c-4471-9ec2-3766468ee7af.jpg,https://fr.newchic.com/dresses-4670/p-1678233.html,1678233,INR,3198.3999999999996
kids,Pregnancy brass,Anti-frightening lace breastfeeding bra,,,,Black,Pink,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/A6/8D/cc5b7067-e9a4-44cd-9fe6-a78a73855a21.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A6/8D/cc5b7067-e9a4-44cd-9fe6-a78a73855a21.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/B0/B6/07e6204c-7652-4699-bf3e-bd5870bb9b15.JPG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B0/B6/07e6204c-7652-4699-bf3e-bd5870bb9b15.JPG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/CB/47/b00a9774-89bc-40f1-ac58-18556aa40c35.jpg,https://fr.newchic.com/maternity-bra-4855/p-1474362.html,1474362,INR,2020.0
kids,Pants and skirts,Girl chat embroidered jeans for 3-15 years old,,,,1,2,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/6D/41/3c62feb9-8c51-415f-a63f-07d7ed9cab8a.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6D/41/3c62feb9-8c51-415f-a63f-07d7ed9cab8a.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/35/BB/e7f98b60-9e60-4d30-b014-8a87f5336bd3.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/35/BB/e7f98b60-9e60-4d30-b014-8a87f5336bd3.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/A1/FE/8e5fa441-4875-4ae4-a57e-ab9010b8378b.png,https://fr.newchic.com/girls-bottoms-4671/p-1499924.html,1499924,INR,3636.8
kids,Costumes for,18pcs new-baby shower box for 0-6m,,,,YELLOW,Pink,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/34/1F/ee5a5fc1-97a7-4045-adc1-47620434386c.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/34/1F/ee5a5fc1-97a7-4045-adc1-47620434386c.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/15/5C/c8e732ac-326f-4e87-a86d-ba82dbd21988.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/15/5C/c8e732ac-326f-4e87-a86d-ba82dbd21988.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C4/1C/78d9d643-9016-4f8d-bac6-9429ca92684b.jpg,https://fr.newchic.com/baby-sets-6251/p-1339676.html,1339676,INR,9096.0
kids,Pants and skirts,Combination back nude girl for 3y-11y,,,,Dark gray,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/63/F8/0cf499db-3ee8-4f00-9a11-384053e7938a.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/63/F8/0cf499db-3ee8-4f00-9a11-384053e7938a.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/82/DF/ba8e4236-58a1-48dd-b9f0-b19033e45c8b.jpg,https://fr.newchic.com/girls-bottoms-4671/p-1277757.html,1277757,INR,4041.6000000000004
